pos;city;address;area;HouseYear;HouseFloor
1;Москва;р-н. Ленинский, п. Воскресенское, д. 5;10254.90;2015;14
2;Москва;р-н. Наро-Фоминский, п. Марушкинское, д. Марушкино, д. 13;9598.70;1982;12
3;Москва;ул. Новая, д. 21;1807.21;1979;3
4;Москва;г. Зеленоград, д. 161 (им.В.Путина);4267.00;1972;12
5;Москва;г. Зеленоград, к. 301А;14707.00;1966;9
6;Москва;г. Зеленоград, к. 301Б;8822.00;1966;9
7;Москва;г. Зеленоград, к. 106;14400.00;2001;14
8;Москва;г. Зеленоград, к. 107Г;3511.00;1997;10
9;Москва;г. Зеленоград, к. 109;3781.00;2003;10
10;Москва;г. Зеленоград, к. 302А;8849.00;1967;9
11;Москва;г. Зеленоград, к. 302Б;8855.00;1966;9
12;Москва;г. Зеленоград, к. 139;12655.00;2002;14
13;Москва;г. Зеленоград, к. 141;7839.00;2003;14
14;Москва;г. Зеленоград, к. 145;2607.00;1961;9
15;Москва;ул. Типографская, д. 12;2825.00;1977;5
16;Москва;ул. Типографская, д. 14;4476.00;1986;5
17;Москва;ул. Типографская, д. 2;4579.00;1976;5
18;Москва;ул. Типографская, д. 24;4427.00;1983;5
19;Москва;ул. Типографская, д. 4;3204.00;1969;5
20;Москва;ул. Типографская, д. 6;3186.00;1969;5
21;Москва;г. Зеленоград, к. 162;16913.00;1997;12
22;Москва;г. Зеленоград, к. 147;2592.00;1961;9
23;Москва;г. Зеленоград, к. 164;8453.00;1971;14
24;Москва;г. Зеленоград, к. 165;4233.00;1974;14
25;Москва;г. Зеленоград, к. 166;8565.00;1971;14
26;Москва;г. Зеленоград, к. 200А;7104.00;1970;9
27;Москва;г. Зеленоград, к. 200Б;7101.00;1970;9
28;Москва;г. Зеленоград, к. 200В;7105.00;1970;9
29;Москва;г. Зеленоград, к. 200Г;7067.00;1970;9
30;Москва;г. Зеленоград, к. 231;2772.00;1965;9
31;Москва;г. Зеленоград, к. 232;3076.00;1965;9
32;Москва;г. Зеленоград, к. 234;2453.00;1997;14
33;Москва;г. Зеленоград, к. 235;6190.00;1996;7
34;Москва;г. Зеленоград, к. 237;5208.00;1997;14
35;Москва;г. Зеленоград, к. 239;7374.00;2002;10
36;Москва;г. Зеленоград, к. 247;15507.00;2003;14
37;Москва;г. Зеленоград, к. 248;10453.00;2002;14
38;Москва;г. Зеленоград, д. 301А;—;—;—
39;Москва;г. Зеленоград, к. 405;18391.00;1967;9
40;Москва;г. Зеленоград, к. 409;7108.00;1966;9
41;Москва;г. Зеленоград, к. 410;7122.00;1966;9
42;Москва;г. Зеленоград, к. 415;3628.00;1966;12
43;Москва;г. Зеленоград, к. 416;3601.00;1966;12
44;Москва;г. Зеленоград, к. 422;3637.00;2007;12
45;Москва;г. Зеленоград, к. 423;3642.00;1965;12
46;Москва;г. Зеленоград, к. 424;3597.00;1965;12
47;Москва;г. Зеленоград, к. 424А;7105.00;1969;9
48;Москва;г. Зеленоград, к. 424Б;7128.00;1969;9
49;Москва;г. Зеленоград, к. 424В;7105.00;1969;9
50;Москва;г. Зеленоград, к. 425;3660.00;1965;12
51;Москва;г. Зеленоград, к. 426;3622.00;1966;12
52;Москва;г. Зеленоград, к. 427;3619.00;1966;12
53;Москва;г. Зеленоград, к. 428;3602.00;1966;12
54;Москва;г. Зеленоград, к. 429;3655.00;1966;12
55;Москва;г. Зеленоград, к. 431;7128.00;1966;9
56;Москва;г. Зеленоград, к. 433;18201.00;1967;9
57;Москва;г. Зеленоград, к. 435;9247.00;1971;17
58;Москва;г. Зеленоград, к. 436;5622.00;1971;17
59;Москва;г. Зеленоград, к. 439;5717.00;1971;17
60;Москва;г. Зеленоград, к. 440;18385.00;1968;9
61;Москва;г. Зеленоград, к. 329;2839.00;1966;9
62;Москва;г. Зеленоград, к. 333;2821.00;1966;9
63;Москва;г. Зеленоград, к. 334;2834.00;1966;9
64;Москва;г. Зеленоград, к. 338;2992.00;2008;15
65;Москва;г. Зеленоград, к. 338А;8856.00;1966;9
66;Москва;г. Зеленоград, к. 338Б;8837.00;1966;9
67;Москва;г. Зеленоград, к. 339А;3939.00;1966;12
68;Москва;г. Зеленоград, к. 339Б;3613.00;1966;12
69;Москва;г. Зеленоград, к. 345;3621.00;1965;12
70;Москва;г. Зеленоград, к. 346;3648.00;1965;12
71;Москва;г. Зеленоград, к. 347;3692.00;1966;12
72;Москва;г. Зеленоград, к. 348;3728.00;1965;12
73;Москва;г. Зеленоград, к. 349;3700.00;1965;12
74;Москва;г. Зеленоград, к. 350;3709.00;1965;12
75;Москва;г. Зеленоград, к. 351;3686.00;1966;12
76;Москва;г. Зеленоград, к. 352;3643.00;1966;12
77;Москва;г. Зеленоград, к. 356;5254.00;2000;14
78;Москва;г. Зеленоград, к. 357;5247.00;2000;14
79;Москва;г. Зеленоград, к. 360;36086.00;1969;8
80;Москва;г. Зеленоград, к. 361;2435.00;1997;14
81;Москва;г. Зеленоград, к. 441;7162.00;1966;9
82;Москва;г. Зеленоград, к. 442;7105.00;1966;9
83;Москва;г. Зеленоград, к. 446;7205.00;1966;9
84;Москва;г. Зеленоград, к. 447;7147.00;1966;9
85;Москва;г. Зеленоград, к. 449;6085.00;1967;16
86;Москва;г. Зеленоград, к. 450;6078.00;1967;16
87;Москва;г. Зеленоград, к. 453;6659.00;1996;10
88;Москва;г. Зеленоград, к. 454;8139.00;1999;9
89;Москва;г. Зеленоград, к. 455;8145.00;1999;9
90;Москва;г. Зеленоград, к. 457;8134.00;2000;9
91;Москва;г. Зеленоград, к. 458;8134.00;2000;9
92;Москва;г. Зеленоград, к. 469;9303.00;2000;10
93;Москва;г. Зеленоград, к. 117;7307.00;2006;9
94;Москва;г. Зеленоград, к. 118;10444.00;2006;12
95;Москва;г. Зеленоград, к. 119;4079.00;2005;10
96;Москва;г. Зеленоград, к. 120;4870.00;2005;18
97;Москва;г. Зеленоград, к. 240;11144.00;2002;10
98;Москва;г. Зеленоград, к. 241;8503.00;2007;11
99;Москва;г. Зеленоград, к. 249;16373.00;2007;9
100;Москва;г. Зеленоград, к. 250;9245.00;2006;10
101;Москва;г. Зеленоград, к. 309;8474.0;2004;14
102;Москва;г. Зеленоград, к. 311;12687.0;2005;23
103;Москва;г. Зеленоград, к. 313;18597.3;2005;16
104;Москва;г. Зеленоград, к. 315;18824.6;2005;16
105;Москва;г. Зеленоград, к. 316;18682.8;2005;16
106;Москва;г. Зеленоград, к. 366;2499.2;1997;14
107;Москва;кв-л. Юго-Запада 38-й, к. 1;30011.5;2002;22
108;Москва;ул. Богатырская 3-я, д. 3;26596.8;2007;18
109;Москва;кв-л. Юго-Запада 38-й, к. 3;18077.1;2002;22
110;Москва;кв-л. Юго-Запада 38-й, к. 5А;9863.4;2000;18
111;Москва;г. Зеленоград, к. 107В;10485.0;1997;14
112;Москва;г. Зеленоград, к. 125;6283.0;2009;14
113;Москва;г. Зеленоград, к. 129;6161.0;2009;14
114;Москва;г. Зеленоград, д. 1601;18513.0;1993;17
115;Москва;г. Зеленоград, д. 1602;14101.0;1993;14
116;Москва;г. Зеленоград, д. 1603;2683.0;1994;14
117;Москва;г. Зеленоград, д. 1606;22467.0;1993;17
118;Москва;г. Зеленоград, д. 1607;2698.0;1994;14
119;Москва;г. Зеленоград, д. 1613;11629.0;1994;22
120;Москва;г. Зеленоград, д. 1619;10132.0;1994;9
121;Москва;г. Зеленоград, д. 1615;11609.0;1994;22
122;Москва;г. Зеленоград, д. 1621;10790.0;1994;14
123;Москва;г. Зеленоград, д. 1622;6433.0;1994;14
124;Москва;г. Зеленоград, д. 1623;6434.0;1994;14
125;Москва;г. Зеленоград, д. 1626;20849.0;1994;17
126;Москва;г. Зеленоград, д. 1620;36343.0;1994;14
127;Москва;г. Зеленоград, д. 1640;19938.0;1997;14
128;Москва;г. Зеленоград, д. 1643;22887.0;1997;14
129;Москва;г. Зеленоград, д. 1645;22604.0;1997;14
130;Москва;г. Зеленоград, д. 1801, к. 1801а;5924.0;1999;22
131;Москва;г. Зеленоград, д. 1801, к. 1801б;6751.0;1999;25
132;Москва;г. Зеленоград, д. 1804, к. 1804б;6799.0;2001;25
133;Москва;г. Зеленоград, д. 1806;6212.0;1970;5
134;Москва;г. Зеленоград, д. 1807;2914.0;1971;5
135;Москва;г. Зеленоград, д. 1808;2561.0;1965;5
136;Москва;г. Зеленоград, д. 1812;14091.0;1996;14
137;Москва;г. Зеленоград, д. 1815;5733.0;1996;14
138;Москва;г. Зеленоград, д. 1820;11491.0;1996;14
139;Москва;г. Зеленоград, д. 1822;5650.0;1997;16
140;Москва;г. Зеленоград, д. 1823;5649.0;1997;16
141;Москва;г. Зеленоград, д. 1553;132899.0;1992;22
142;Москва;г. Зеленоград, д. 1614;11646.0;1994;22
143;Москва;г. Зеленоград, д. 1804, к. 1804а;5936.0;2001;22
144;Москва;г. Зеленоград, д. 1805;11467.0;1997;6
145;Москва;г. Зеленоград, д. 1809;3108.0;1964;5
146;Москва;г. Зеленоград, д. 1810;3410.0;1972;5
147;Москва;г. Зеленоград, д. 1501;15865.0;1992;14
148;Москва;г. Зеленоград, д. 1505;19186.0;1992;17
149;Москва;г. Зеленоград, д. 1506;11386.0;1991;17
150;Москва;г. Зеленоград, д. 1509;19099.0;1992;14
151;Москва;г. Зеленоград, д. 1512;35015.0;1992;—
152;Москва;г. Зеленоград, д. 1519;30707.0;1993;17
153;Москва;г. Зеленоград, д. 1520;4535.0;1993;10
154;Москва;г. Зеленоград, д. 1538;11008.0;1993;14
155;Москва;г. Зеленоград, д. 1551;13095.0;1992;22
156;Москва;г. Зеленоград, д. 1554;13014.0;1992;22
157;Москва;г. Зеленоград, д. 1521;4503.0;1993;10
158;Москва;г. Зеленоград, д. 1522;13155.0;1993;14
159;Москва;г. Зеленоград, д. 1552;13121.0;1992;22
160;Москва;г. Зеленоград, д. 1561;11198.0;1992;17
161;Москва;г. Зеленоград, д. 1562;16005.0;1992;14
162;Москва;г. Зеленоград, к. 820;3611.0;1966;12
163;Москва;г. Зеленоград, к. 826;16732.7;2007;14
164;Москва;г. Зеленоград, к. 840;11589.0;2001;14
165;Москва;г. Зеленоград, к. 841;13449.0;2004;14
166;Москва;г. Зеленоград, к. 854;3609.0;1966;12
167;Москва;г. Зеленоград, к. 923;8670.0;1975;12
168;Москва;г. Зеленоград, к. 432;7107.0;1966;9
169;Москва;пр-кт. 40 лет Октября, д. 40;7807.7;1983;12
170;Москва;г. Зеленоград, к. 512;5787.0;1969;14
171;Москва;г. Зеленоград, к. 513;5841.0;1969;14
172;Москва;г. Зеленоград, к. 602;13162.0;1967;14
173;Москва;г. Зеленоград, к. 606;16349.0;2003;14
174;Москва;г. Зеленоград, к. 622;14081.0;1996;10
175;Москва;г. Зеленоград, к. 624;3751.0;2001;10
176;Москва;п. Загорье, д. 10;1558.9;1963;5
177;Москва;п. Загорье, д. 3;1597.2;1964;5
178;Москва;п. Загорье, д. 4;663.0;1960;2
179;Москва;п. Загорье, д. 5;1615.3;1963;5
180;Москва;п. Загорье, д. 8;1977.5;1963;5
181;Москва;п. Загорье, д. 9;1563.8;1966;5
182;Москва;б-р. Самаркандский Квартал 134а, к. 2;10778.1;1997;16
183;Москва;б-р. Самаркандский Квартал 134а, к. 5;10213.0;1997;22
184;Москва;б-р. Самаркандский Квартал 137а, к. 1;10180.0;1962;5
185;Москва;б-р. Самаркандский Квартал 137а, к. 4;17990.0;1996;14
186;Москва;б-р. Самаркандский Квартал 137а, к. 5;17825.0;1996;14
187;Москва;б-р. Самаркандский Квартал 137а, к. 6;7502.0;1996;17
188;Москва;б-р. Самаркандский Квартал 137а, к. 7;7538.0;1996;17
189;Москва;б-р. Самаркандский Квартал 137а, к. 9;18046.0;1996;14
190;Москва;б-р. Самаркандский Квартал 137а, к. 11;18006.0;1996;14
191;Москва;ул. Оранжерейная, д. 10;3376.5;1973;5
192;Москва;ул. Оранжерейная, д. 12;3387.0;1967;5
193;Москва;ул. Оранжерейная, д. 14;3415.0;1971;5
194;Москва;ул. Оранжерейная, д. 16;646.3;1958;2
195;Москва;ул. Оранжерейная, д. 18;980.9;1958;2
196;Москва;ул. Оранжерейная, д. 21;1695.9;1963;5
197;Москва;ул. Оранжерейная, д. 6;2514.0;1965;5
198;Москва;ул. Оранжерейная, д. 8;2518.0;1964;5
199;Москва;г. Зеленоград, к. 1402;10088.8;1989;14
200;Москва;г. Зеленоград, к. 1403;13028.2;1989;14
201;Москва;г. Зеленоград, к. 1407;26176.3;1989;14
202;Москва;г. Зеленоград, к. 1408;9693.6;1989;14
203;Москва;г. Зеленоград, к. 1409;13382.1;1990;14
204;Москва;г. Зеленоград, к. 1412;4448.2;1989;17
205;Москва;г. Зеленоград, к. 1414;14995.6;1989;17
206;Москва;г. Зеленоград, к. 1416;11308.6;1989;14
207;Москва;г. Зеленоград, к. 1417;8260.9;1989;14
208;Москва;г. Зеленоград, к. 1418;13426.6;1989;14
209;Москва;г. Зеленоград, к. 1419;8396.3;1990;14
210;Москва;г. Зеленоград, к. 1420;29367.3;1990;14
211;Москва;г. Зеленоград, к. 1422;9659.5;1990;14
212;Москва;г. Зеленоград, к. 1423;11759.4;1990;14
213;Москва;г. Зеленоград, к. 1424;10041.9;1990;14
214;Москва;г. Зеленоград, к. 1425;7346.7;1990;14
215;Москва;г. Зеленоград, к. 1428;11711.4;1990;14
216;Москва;г. Зеленоград, к. 1429;7404.9;1990;14
217;Москва;г. Зеленоград, к. 1430;9836.3;1991;14
218;Москва;г. Зеленоград, к. 1431;8483.8;1990;14
219;Москва;г. Зеленоград, к. 1432;32930.3;1990;14
220;Москва;г. Зеленоград, к. 1435;9656.0;1990;14
221;Москва;г. Зеленоград, к. 1436;11679.7;1990;14
222;Москва;г. Зеленоград, к. 1437;10732.8;1991;14
223;Москва;г. Зеленоград, к. 1438;7248.0;1991;14
224;Москва;г. Зеленоград, к. 1441;15013.1;1989;17
225;Москва;г. Зеленоград, к. 1443;15072.3;1989;17
226;Москва;г. Зеленоград, к. 1450;13025.0;1991;17
227;Москва;г. Зеленоград, к. 1454;13022.5;1990;17
228;Москва;г. Зеленоград, к. 1466;18666.2;1991;17
229;Москва;г. Зеленоград, к. 1455;22028.2;1990;17
230;Москва;г. Зеленоград, к. 1471;25913.4;1993;14
231;Москва;г. Зеленоград, к. 1448;17733.2;1990;17
232;Москва;г. Зеленоград, к. 1449;9741.7;1990;17
233;Москва;г. Зеленоград, к. 1451;9042.4;1991;17
234;Москва;г. Зеленоград, к. 1456;13195.9;1990;17
235;Москва;г. Зеленоград, к. 1458;9825.4;1991;17
236;Москва;г. Зеленоград, к. 1459;14638.6;1992;17
237;Москва;г. Зеленоград, к. 1462;53686.2;1994;14
238;Москва;г. Зеленоград, к. 1504;29768.5;1992;14
239;Москва;г. Зеленоград, к. 1507;14661.0;1993;17
240;Москва;г. Зеленоград, к. 1517;6419.7;1992;10
241;Москва;г. Зеленоград, к. 1518;6424.0;1992;10
242;Москва;г. Зеленоград, к. 1524;19026.2;1993;14
243;Москва;г. Зеленоград, к. 1535;19037.9;1993;14
244;Москва;г. Зеленоград, к. 1537;18998.4;1993;14
245;Москва;г. Зеленоград, к. 1542;8175.5;1993;14
246;Москва;г. Зеленоград, к. 1544;8199.0;1993;14
247;Москва;г. Зеленоград, к. 1546;25064.2;1993;17
248;Москва;г. Зеленоград, к. 1557;25453.8;1992;14
249;Москва;г. Зеленоград, к. 1559;14940.0;1992;17
250;Москва;г. Зеленоград, к. 1560;11312.0;1992;17
251;Москва;г. Зеленоград, к. 1605;14683.7;1993;14
252;Москва;г. Зеленоград, к. 1624;19780.8;1994;14
253;Москва;г. Зеленоград, к. 1625;16293.8;1994;14
254;Москва;г. Зеленоград, к. 1649;27409.2;1996;14
255;Москва;г. Зеленоград, к. 1811;8582.5;1997;6
256;Москва;г. Зеленоград, к. 1818;34133.8;1996;14
257;Москва;г. Зеленоград, к. 1821;6909.6;1995;16
258;Москва;г. Зеленоград, к. 1824;75711.1;1995;14
259;Москва;г. Зеленоград, к. 2003;19499.4;2008;12
260;Москва;г. Зеленоград, к. 2005;29695.2;2007;17
261;Москва;г. Зеленоград, к. 2008;12210.0;2008;12
262;Москва;г. Зеленоград, к. 2010;29628.6;2006;17
263;Москва;г. Зеленоград, к. 2013;12068.9;2008;12
264;Москва;г. Зеленоград, к. 2014;18888.8;2009;12
265;Москва;г. Зеленоград, к. 2016;24855.0;2006;17
266;Москва;г. Зеленоград, к. 2018;13273.4;2006;15
267;Москва;г. Зеленоград, к. 2019;11985.8;2008;10
268;Москва;г. Зеленоград, к. 2022;21494.6;2010;10
269;Москва;г. Зеленоград, к. 2024;29834.6;2006;17
270;Москва;г. Зеленоград, к. 2027;12581.9;2010;10
271;Москва;г. Зеленоград, к. 2028;30031.9;2007;17
272;Москва;г. Зеленоград, к. 2033;22983.2;2008;15
273;Москва;г. Зеленоград, к. 2034;25855.0;2008;17
274;Москва;г. Зеленоград, к. 2043;18502.0;2007;15
275;Москва;г. Зеленоград, к. 1925;8951.1;1987;16
276;Москва;кв-л. Волжский Бульвар 95-й, д. -, к. 3;30186.8;1987;14
277;Москва;кв-л. Волжский Бульвар 95-й, д. -, к. 5;30227.4;1987;14
278;Москва;кв-л. Волжский Бульвар 95-й, д. -, к. 6;10587.0;1987;16
279;Москва;кв-л. Грайвороново 90а, д. -, к. 1;4503.0;1966;5
280;Москва;кв-л. Грайвороново 90а, д. -, к. 2;9007.8;1966;5
281;Москва;кв-л. Грайвороново 90а, д. -, к. 3;4461.0;1964;5
282;Москва;кв-л. Грайвороново 90а, д. -, к. 4;4447.0;1964;5
283;Москва;кв-л. Грайвороново 90а, д. -, к. 5;4486.0;1964;5
284;Москва;кв-л. Грайвороново 90а, д. -, к. 6;3632.0;1966;12
285;Москва;кв-л. Грайвороново 90а, д. -, к. 6А;3637.0;1966;12
286;Москва;кв-л. Грайвороново 90а, д. -, к. 7;2581.0;1966;5
287;Москва;кв-л. Грайвороново 90а, д. -, к. 8;2604.0;1966;5
288;Москва;кв-л. Грайвороново 90а, д. -, к. 9;2577.0;1965;5
289;Москва;кв-л. Грайвороново 90а, д. -, к. 10;2599.0;1965;5
290;Москва;кв-л. Грайвороново 90а, д. -, к. 11;4481.0;1965;5
291;Москва;ул. Институтская 3-я, д. 3;2640.0;1958;4
292;Москва;пер. Полевой 2-й, д. 2;15613.8;1979;16
293;Москва;проезд. Пятигорский 2-й, д. 2;15291.0;1990;14
294;Москва;кв-л. Волжский Бульвар 114 А, д. 114а, к. 4;5329.0;1988;16
295;Москва;мкр. Чертаново Северное, д. 2, к. 201, 202, 203, 204, 205, 206, 207;71591.0;1979;15
296;Москва;мкр. Чертаново Северное, д. 4, к. 401, 402, 403, 404;45154.0;1982;15
297;Москва;мкр. Чертаново Северное, д. 6, к. 601, 602, 603, 604;38132.0;1983;16
298;Москва;мкр. Чертаново Северное, д. 6, к. 605, 606, 607, 608;48812.0;1981;16
299;Москва;мкр. Чертаново Северное, д. 8, к. 831, 832, 833, 834;30244.0;1984;14
300;Москва;мкр. Чертаново Северное, д. 4, к. 405, 406, 407, 408, 409;61448.0;1980;16
301;Москва;г. Зеленоград, к. 1803;12304.4;2004;14
302;Москва;г. Зеленоград, к. 1001;10336.0;1979;22
303;Москва;г. Зеленоград, к. 1002;10352.0;1979;22
304;Москва;г. Зеленоград, к. 1003;20519.0;1978;22
305;Москва;г. Зеленоград, к. 1004;30008.0;1976;12
306;Москва;г. Зеленоград, к. 1005;20671.0;1978;22
307;Москва;г. Зеленоград, к. 1006;20655.0;1977;22
308;Москва;г. Зеленоград, к. 1007;11074.0;1977;12
309;Москва;г. Зеленоград, к. 1012;20567.0;1980;22
310;Москва;г. Зеленоград, к. 1013;10263.0;1981;22
311;Москва;г. Зеленоград, к. 1014;10275.0;1981;22
312;Москва;г. Зеленоград, к. 1015;20702.0;1980;22
313;Москва;г. Зеленоград, к. 1101;9988.0;1985;22
314;Москва;г. Зеленоград, к. 1102;10028.0;1985;22
315;Москва;г. Зеленоград, к. 1103;9938.0;1986;22
316;Москва;г. Зеленоград, к. 1106;43101.0;1986;12
317;Москва;г. Зеленоград, к. 1107;10103.0;1987;22
318;Москва;г. Зеленоград, к. 1108;10109.0;1987;22
319;Москва;г. Зеленоград, к. 1110;10070.0;1989;22
320;Москва;г. Зеленоград, к. 1111;10055.0;1988;22
321;Москва;г. Зеленоград, к. 1113;10651.0;1988;22
322;Москва;г. Зеленоград, к. 1114;9891.0;1987;22
323;Москва;г. Зеленоград, к. 1116;10054.0;1987;22
324;Москва;г. Зеленоград, к. 1118;10049.0;1986;22
325;Москва;г. Зеленоград, к. 1121;48740.0;1989;14
326;Москва;г. Зеленоград, к. 1126;41155.0;1991;14
327;Москва;г. Зеленоград, к. 1129;28379.0;1989;14
328;Москва;г. Зеленоград, к. 1131;39699.0;1993;14
329;Москва;г. Зеленоград, к. 1132;29471.0;1990;14
330;Москва;г. Зеленоград, к. 1133;17826.0;1990;14
331;Москва;г. Зеленоград, к. 1136;10134.0;1991;22
332;Москва;г. Зеленоград, к. 1201;10013.0;1984;22
333;Москва;г. Зеленоград, к. 1202;10090.0;1984;22
334;Москва;г. Зеленоград, к. 1203;10048.0;1984;22
335;Москва;г. Зеленоград, к. 1204;21684.0;1983;12
336;Москва;г. Зеленоград, к. 1205;8690.0;1982;12
337;Москва;г. Зеленоград, к. 1206;19116.0;1982;12
338;Москва;г. Зеленоград, к. 1207;10893.0;1982;12
339;Москва;г. Зеленоград, к. 1208;8221.0;1982;12
340;Москва;г. Зеленоград, к. 1209;16482.0;1981;12
341;Москва;г. Зеленоград, к. 1210;10016.0;1983;22
342;Москва;г. Зеленоград, к. 1211;9965.0;1983;22
343;Москва;г. Зеленоград, к. 1212;10103.5;1982;22
344;Москва;г. Зеленоград, к. 1213;10021.0;1984;22
345;Москва;г. Зеленоград, к. 901;10430.0;1974;9
346;Москва;г. Зеленоград, к. 902;25162.9;1974;9
347;Москва;г. Зеленоград, к. 903;22366.1;1974;9
348;Москва;г. Зеленоград, к. 904;14355.0;1974;9
349;Москва;г. Зеленоград, к. 905;10569.0;1974;16
350;Москва;г. Зеленоград, к. 906;10616.0;1974;16
351;Москва;г. Зеленоград, к. 908;10580.0;1974;16
352;Москва;г. Зеленоград, к. 909;10560.0;1975;16
353;Москва;г. Зеленоград, к. 913;10598.0;1974;16
354;Москва;г. Зеленоград, к. 914;10566.0;1976;16
355;Москва;г. Зеленоград, к. 915;10628.0;1976;16
356;Москва;г. Зеленоград, к. 916;10621.0;1976;16
357;Москва;г. Зеленоград, к. 917;10678.0;1975;16
358;Москва;г. Зеленоград, к. 919;10144.0;1975;9
359;Москва;г. Зеленоград, к. 920;10439.0;1975;9
360;Москва;г. Зеленоград, к. 921;10218.0;1975;9
361;Москва;г. Зеленоград, к. 922;10633.0;1975;16
362;Москва;г. Зеленоград, к. 924;8738.0;1975;12
363;Москва;г. Зеленоград, к. 925;3566.0;1967;5
364;Москва;г. Зеленоград, к. 926;3550.0;1967;5
365;Москва;г. Зеленоград, к. 927;3619.0;1967;5
366;Москва;г. Зеленоград, к. 929;8591.0;1976;12
367;Москва;г. Зеленоград, к. 931;14010.0;1977;12
368;Москва;г. Зеленоград, к. 933;9308.0;1977;12
369;Москва;г. Зеленоград, к. 828А;7878.8;1997;14
370;Москва;г. Зеленоград, к. 828Б;5074.0;1997;16
371;Москва;г. Зеленоград, к. 832;3660.0;1967;12
372;Москва;г. Зеленоград, к. 833;3676.0;1968;12
373;Москва;г. Зеленоград, к. 834А;6880.0;1968;12
374;Москва;г. Зеленоград, к. 834Б;3355.0;1969;12
375;Москва;г. Зеленоград, к. 834В;3380.0;1969;12
376;Москва;г. Зеленоград, к. 837;3683.0;1967;12
377;Москва;г. Зеленоград, к. 839;11530.0;1999;14
378;Москва;мкр. Чертаново Северное, д. 3, к. А;15183.0;1981;25
379;Москва;мкр. Чертаново Северное, д. 3, к. Б;15152.0;1982;25
380;Москва;мкр. Чертаново Северное, д. 3, к. В;15172.0;1981;25
381;Москва;мкр. Чертаново Северное, д. 5, к. А;15483.0;1983;25
382;Москва;мкр. Чертаново Северное, д. 5, к. Б;15505.0;1981;25
383;Москва;мкр. Чертаново Северное, д. 5, к. В;15455.0;1982;25
384;Москва;мкр. Чертаново Северное, д. 7, к. А;15581.0;1983;25
385;Москва;мкр. Чертаново Северное, д. 7, к. Б;15635.0;1982;25
386;Москва;мкр. Чертаново Северное, д. 7, к. В;15619.0;1982;25
387;Москва;г. Зеленоград, к. 526;7942.0;1994;12
388;Москва;г. Зеленоград, к. 527;8816.0;1996;22
389;Москва;г. Зеленоград, к. 530;16038.0;2000;12
390;Москва;кв-л. Волжский Бульвар 114 А, д. 114А, к. 6;5618.0;1988;16
391;Москва;п. Сосенское, п. Коммунарка, д. 1;3540.3;1964;5
392;Москва;ул. 50 лет Октября, д. 5;6970.0;1969;9
393;Москва;ул. Радиаторская 1-я, д. 1;5419.0;1971;14
394;Москва;ул. Радиаторская 2-я, д. 2;3408.0;1964;5
395;Москва;ул. Радиаторская 3-я, д. 3;2446.0;1965;5
396;Москва;ул. 1812 года, д. 1;18443.0;1957;8
397;Москва;г. Зеленоград, ул. Филаретовская, к. 1143;10497.0;2001;10
398;Москва;г. Зеленоград, к. 1539;32014.0;1993;17
399;Москва;г. Зеленоград, к. 1540;4500.0;1993;10
400;Москва;проезд. Кожуховский 1-й, д. 1/7;4567.0;1954;7
401;Москва;проезд. Кожуховский 1-й, д. 11;10080.0;1960;8
402;Москва;проезд. Кожуховский 1-й, д. 11А;5842.0;1958;8
403;Москва;проезд. Кожуховский 1-й, д. 19, к. 1;9159.0;1958;8
404;Москва;проезд. Кожуховский 1-й, д. 19, к. 2;5197.0;1958;7
405;Москва;проезд. Кожуховский 1-й, д. 19, к. 3;5215.0;1959;7
406;Москва;проезд. Кожуховский 1-й, д. 9;4562.0;1954;7
407;Москва;п. Десеновское, п. Ватутинки, д. 1а;632.1;1962;2
408;Москва;п. Десеновское, п. Ватутинки, д. 6;997.2;1939;2
409;Москва;п. Десеновское, п. Ватутинки, д. 7;997.3;1939;2
410;Москва;п. Десеновское, п. Ватутинки, д. 12;859.9;1955;2
411;Москва;п. Десеновское, п. Ватутинки, д. 37;3135.2;1975;9
412;Москва;кв-л. Волжский Бульвар 113 А, к. 2;5311.5;1988;16
413;Москва;кв-л. Волжский Бульвар 113 А, к. 8;22805.0;1988;14
414;Москва;кв-л. Волжский Бульвар 114 А, к. 2;5273.2;1988;16
415;Москва;кв-л. Волжский Бульвар 114 А, к. 7;15258.3;1988;12
416;Москва;кв-л. Волжский Бульвар 114 А, к. 3;21630.0;1988;12
417;Москва;г. Зеленоград, п. Малино, д. 1;472.0;2009;1
418;Москва;г. Зеленоград, п. Малино, д. 3;470.0;2009;1
419;Москва;г. Зеленоград, п. Малино, д. 5;472.0;2009;1
420;Москва;г. Зеленоград, п. Малино, д. 9;472.0;2009;1
421;Москва;г. Зеленоград, п. Малино, д. 13;469.0;2009;1
422;Москва;г. Зеленоград, п. Малино, д. 11;472.0;2009;1
423;Москва;г. Зеленоград, п. Малино, д. 15;470.0;2009;1
424;Москва;г. Зеленоград, п. Малино, д. 17;469.0;2009;1
425;Москва;г. Зеленоград, п. Малино, д. 19;469.0;2009;1
426;Москва;г. Зеленоград, п. Малино, д. 21;469.0;2009;1
427;Москва;г. Зеленоград, п. Малино, д. 23;469.0;2009;1
428;Москва;г. Зеленоград, к. 1445;20085.0;1991;14
429;Москва;п. Мосрентген, п. завода Мосрентген, д. 36;24881.3;2005;12
430;Москва;мкр. Чертаново Северное, д. 1А;277517.1;2009;39
431;Москва;г. Зеленоград, к. 930;8585.0;1985;12
